112.714,746.777,-7.818,0.002,0
113.214,742.869,-7.816,0.003,0
113.714,738.962,-7.812,0.01,0
114.214,735.056,-7.814,-0.004,0
114.714,731.149,-7.811,0.004,0
115.214,727.244,-7.811,0.001,0
115.714,723.339,-7.809,0.004,0
116.214,719.435,-7.807,0.004,0
116.714,715.534,-7.799,0.016,0
117.214,711.632,-7.806,-0.015,0
117.714,707.73,-7.802,0.008,0
118.214,703.829,-7.802,0.001,0
118.714,699.929,-7.8,0.003,0
119.214,696.029,-7.798,0.005,0
119.714,692.131,-7.797,1.324e-4,0
120.214,688.233,-7.794,0.006,0
120.714,684.336,-7.793,0.003,0
121.214,680.439,-7.793,-3.853e-4,0
121.714,676.543,-7.791,0.005,0
122.214,672.648,-7.79,0.001,0
122.714,668.754,-7.787,0.006,0
123.214,664.86,-7.787,-4.69e-4,0
123.714,660.967,-7.785,0.005,0
124.214,657.075,-7.784,0.001,0
124.714,653.183,-7.783,0.003,0
125.214,649.293,-7.779,0.006,0
125.714,645.403,-7.78,-8.452e-4,0
126.214,641.513,-7.778,0.003,0
126.714,637.625,-7.777,0.003,0
127.214,633.737,-7.772,0.009,0
127.714,629.851,-7.773,-0.001,0
128.214,625.964,-7.773,9.314e-4,0
128.714,622.079,-7.771,0.003,0
129.214,618.196,-7.758,0.026,0
129.714,614.315,-7.768,-0.021,0
130.214,610.432,-7.762,0.013,0
130.714,606.55,-7.766,-0.008,0
131.214,602.668,-7.761,0.009,0
131.714,598.787,-7.763,-0.003,0
132.214,594.907,-7.759,0.009,0
132.714,591.028,-7.758,0.001,0
133.214,587.149,-7.754,0.008,0
133.714,583.272,-7.758,-0.007,0
134.214,579.393,-7.755,0.006,0
134.714,575.516,-7.754,0.002,0
135.214,571.64,-7.752,0.003,0
135.714,567.765,-7.748,0.008,0
136.214,563.891,-7.749,-0.002,0
136.714,560.016,-7.748,0.002,0
137.214,556.144,-7.742,0.011,0
137.714,552.271,-7.746,-0.008,0
138.214,548.4,-7.74,0.013,0
138.714,544.529,-7.744,-0.007,0
139.214,540.658,-7.74,0.007,0
139.714,536.788,-7.74,3.345e-4,0
140.214,532.919,-7.737,0.005,0
140.714,529.051,-7.735,0.005,0
141.214,525.184,-7.735,-0.001,0
141.714,521.316,-7.734,0.003,0
142.214,517.451,-7.729,0.008,0
142.714,513.585,-7.732,-0.005,0
143.214,509.72,-7.73,0.005,0
143.714,505.856,-7.726,0.007,0
144.214,501.993,-7.726,-4.18e-4,0
144.714,498.13,-7.725,0.001,0
145.214,494.268,-7.722,0.007,0
145.714,490.407,-7.722,-0.001,0
146.214,486.546,-7.72,0.005,0
146.714,482.687,-7.719,0.001,0
147.214,478.827,-7.718,0.003,0
147.714,474.969,-7.713,0.01,0
148.214,471.112,-7.716,-0.006,0
148.714,467.255,-7.713,0.005,0
149.214,463.399,-7.709,0.009,0
149.714,459.544,-7.712,-0.005,0
150.214,455.691,-7.701,0.022,0
150.714,451.838,-7.709,-0.018,0
151.214,447.985,-7.703,0.012,0
151.714,444.133,-7.704,-0.002,0
152.214,440.282,-7.702,0.004,0
152.714,436.431,-7.701,0.002,0
153.214,432.582,-7.694,0.014,0
153.714,428.733,-7.7,-0.012,0
154.214,424.884,-7.695,0.011,0
154.714,421.036,-7.696,-0.003,0
155.214,417.19,-7.691,0.012,0
155.714,413.343,-7.694,-0.006,0
156.214,409.497,-7.691,0.005,0
